linea,ramal,estacion,latitud,longitud
Roca,"Bosques (T)","Bosques (T)",-34.819567,-58.230164
Roca,"Bosques (T)",Banfield,-34.743610,-58.395424
Roca,"Bosques (Q)",Wilde,-34.697589,-58.311193
Roca,"Bosques (Q)","Villa España",-34.774450,-58.194930
Roca,"Bosques (Q)","Villa Domínico",-34.691535,-58.325349
Roca,"Bosques (Q)",Sourigues,-34.806581,-58.212738
Roca,"Bosques (Q)",Sarandí,-34.678747,-58.344962
Roca,"Bosques (Q)","Santillán y Kosteki",-34.661389,-58.376832
Roca,"Bosques (Q)",Ranelagh,-34.789372,-58.203192
Roca,"Bosques (Q)",Quilmes,-34.724646,-58.260659
Roca,"Bosques (Q)",Ezpeleta,-34.751850,-58.234186
Roca,"Bosques (Q)","Don Bosco",-34.703324,-58.296171
Roca,"Bosques (Q)",Constitución,-34.630170,-58.380583
Roca,"Bosques (Q)","Bosques (Q)",-34.819598,-58.230079
Roca,"Bosques (Q)",Bernal,-34.709261,-58.280569
Roca,"Bosques (Q)",Berazategui,-34.764097,-58.208443
Roca,Alvear,"Vicente Casares",-34.962181,-58.647847
Roca,Alvear,Uribelarrea,-35.115484,-58.898467
Roca,Alvear,"Tristán Suárez",-34.889202,-58.567738
Roca,Alvear,Temperley,-34.775924,-58.396357
Roca,Alvear,"Santillán y Kosteki",-34.661389,-58.376832
Roca,Alvear,"Salvador María",-35.302987,-59.167459
Roca,Alvear,Saladillo,-35.635656,-59.784061
Roca,Alvear,"Roque Perez",-35.403409,-59.334385
Roca,Alvear,"Ricardo Levene",-35.021617,-58.723773
Roca,Alvear,"Remedios de Escalada",-34.727092,-58.393661
Roca,Alvear,Lobos,-35.184660,-59.092795
Roca,Alvear,Llavallol,-34.797055,-58.428937
Roca,Alvear,"La Barrancosa",-35.737810,-59.868494
Roca,Alvear,"J. M. Micheo",-35.881228,-59.946258
Roca,Alvear,"Gral. Alvear",-36.018821,-60.022314
Roca,Alvear,Ezeiza,-34.853960,-58.522655
Roca,Alvear,"Del carril",-35.510026,-59.511211
Roca,Alvear,Constitución,-34.630170,-58.380583
Roca,Alvear,Cazon,-35.577013,-59.661584
Roca,Alvear,Cañuelas,-35.059225,-58.754177
Roca,"Alejandro Korn",Temperley,-34.775924,-58.396357
Roca,"Alejandro Korn","Santillán y Kosteki",-34.661389,-58.376832
Roca,"Alejandro Korn","Remedios de Escalada",-34.727092,-58.393661
Roca,"Alejandro Korn",Longchamps,-34.859587,-58.387198
Roca,"Alejandro Korn","Lomas de Zamora",-34.761031,-58.397312
Roca,"Alejandro Korn",Lanús,-34.707454,-58.390637
Roca,"Alejandro Korn","Hipólito Yrigoyen",-34.653642,-58.378887
Roca,"Alejandro Korn",Guernica,-34.917915,-58.380560
Roca,"Alejandro Korn",Glew,-34.888650,-58.383702
Roca,"Alejandro Korn",Gerli,-34.685728,-58.382637
Roca,"Alejandro Korn",Constitución,-34.630170,-58.380583
Roca,"Alejandro Korn",Burzaco,-34.825148,-58.391372
Roca,"Alejandro Korn",Banfield,-34.743610,-58.395424
Roca,"Alejandro Korn","Alejandro Korn",-34.980409,-58.373814
Roca,"Alejandro Korn",Adrogué,-34.797848,-58.394273
Mitre,Zarate,Zarate,-34.097905,-59.037828
Mitre,Zarate,"Villa Ballester",-34.550972,-58.556044
Mitre,Zarate,"Rio Lujan",-34.278036,-58.890318
Mitre,Zarate,Pacheco,-34.455833,-58.620116
Mitre,Zarate,Otamendi,-34.222206,-58.896551
Mitre,Zarate,Maschwitz,-34.383021,-58.736269
Mitre,Zarate,"Kilometro 83",-34.160627,-58.978608
Mitre,Zarate,"J.L. Suárez",-34.534112,-58.576623
Mitre,Zarate,Escobar,-34.349423,-58.795357
Mitre,Zarate,Campana,-34.156582,-58.961003
Mitre,Zarate,Benavidez,-34.409170,-58.684761
Mitre,Zarate,Bancalari,-34.479665,-58.602929
Mitre,Tigre,Virreyes,-34.450682,-58.550700
Mitre,Tigre,Victoria,-34.456153,-58.541128
Mitre,Tigre,"Vicente López",-34.524723,-58.472806
Mitre,Tigre,Tigre,-34.423567,-58.581728
Mitre,Tigre,"San Isidro C",-34.472207,-58.513383
Mitre,Tigre,"San Fernando C",-34.444338,-58.558740
Mitre,Tigre,Rivadavia,-34.536520,-58.468032
Mitre,Tigre,Retiro,-34.590703,-58.374880
Mitre,Tigre,Olivos,-34.507713,-58.480663
Mitre,Tigre,Nuñez,-34.547833,-58.463149
Mitre,Tigre,Martínez,-34.488534,-58.496580
Mitre,Tigre,"La Lucila",-34.497597,-58.488446
Mitre,Tigre,"L. de la Torre",-34.562529,-58.436711
Mitre,Tigre,Carupá,-34.436917,-58.568231
Mitre,Tigre,"Belgrano C",-34.558801,-58.448944
Mitre,Tigre,Béccar,-34.460804,-58.526543
Mitre,Tigre,Acassuso,-34.480068,-58.503838
Mitre,Suárez,"Villa Ballester",-34.551161,-58.555826
Mitre,Suárez,"San Martín",-34.573419,-58.531957
Mitre,Suárez,"San Andrés",-34.563564,-58.540660
Mitre,Suárez,Retiro,-34.590703,-58.374880
Mitre,Suárez,Pueyrredón,-34.580496,-58.501898
Mitre,Suárez,"Ministro Carranza",-34.575273,-58.433744
Mitre,Suárez,Miguelete,-34.581071,-58.517079
Mitre,Suárez,Malaver,-34.557372,-58.547932
Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
Mitre,Suárez,Colegiales,-34.572974,-58.448253
Mitre,Suárez,Chilavert,-34.542232,-58.566917
Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
Mitre,Mitre,Saavedra,-34.554073,-58.487063
Mitre,Mitre,Retiro,-34.590703,-58.374880
Mitre,Mitre,Mitre,-34.515175,-58.489360
Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
Mitre,Mitre,Florida,-34.530474,-58.494456
Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
Mitre,Mitre,Colegiales,-34.572974,-58.448253
Mitre,Mitre,Coghlan,-34.565260,-58.475348
Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
"Larga Distancia",Tucumán,Zarate,-34.097911,-59.037755
"Larga Distancia",Tucumán,Tucumán,-26.819074,-65.210717
"Larga Distancia",Tucumán,"San Pedro",-33.694564,-59.682631
"Larga Distancia",Tucumán,"San Nicolas",-33.344348,-60.226263
"Larga Distancia",Tucumán,"Rosario Sur",-33.009311,-60.650274
"Larga Distancia",Tucumán,"Rosario Norte",-32.930553,-60.657347
"Larga Distancia",Tucumán,Retiro,-34.591178,-58.375857
"Larga Distancia",Tucumán,Ramallo,-33.501877,-60.067829
"Larga Distancia",Tucumán,Rafaela,-31.249187,-61.476577
"Larga Distancia",Tucumán,Pinto,-29.143580,-62.657824
"Larga Distancia",Tucumán,"La Banda",-27.732755,-64.239517
"Larga Distancia",Tucumán,Gálvez,-32.033331,-61.222762
"Larga Distancia",Tucumán,"Colonia Dora",-28.604172,-62.951999
"Larga Distancia",Tucumán,Ceres,-29.88208,-61.946638
"Larga Distancia",Tucumán,Campana,-34.156759,-58.958356
"Larga Distancia","Rosario Norte",Zarate,-34.097758,-59.037871
"Larga Distancia","Rosario Norte","San Pedro",-33.694459,-59.682807
"Larga Distancia","Rosario Norte","San Nicolas",-33.344233,-60.226428
"Larga Distancia","Rosario Norte","Rosario Sur",-33.009153,-60.650379
"Larga Distancia","Rosario Norte","Rosario Norte",-32.929965,-60.657781
"Larga Distancia","Rosario Norte",Retiro,-34.591178,-58.375857
"Larga Distancia","Rosario Norte",Ramallo,-33.501759,-60.067993
"Larga Distancia","Rosario Norte","Empalme Villa Constitucion",-33.260488,-60.383433
"Larga Distancia","Rosario Norte",Campana,-34.156744,-58.958572
"Larga Distancia","Mar del Plata",Vivorata,-37.671167,-57.667246
"Larga Distancia","Mar del Plata",Temperley,-34.775924,-58.396357
"Larga Distancia","Mar del Plata",Sevigne,-36.205769,-57.740589
"Larga Distancia","Mar del Plata",Parravacini,-36.460516,-57.759720
"Larga Distancia","Mar del Plata",Monasterio,-35.764797,-57.922746
"Larga Distancia","Mar del Plata","Mar del Plata",-37.987507,-57.566627
"Larga Distancia","Mar del Plata",Maipú,-36.865860,-57.890414
"Larga Distancia","Mar del Plata",Lezama,-35.875867,-57.894313
"Larga Distancia","Mar del Plata","Las Armas",-37.091918,-57.831039
"Larga Distancia","Mar del Plata",Jeppener,-35.278365,-58.198035
"Larga Distancia","Mar del Plata",Guerrero,-35.973219,-57.849446
"Larga Distancia","Mar del Plata","Gral Piran",-37.282462,-57.777233
"Larga Distancia","Mar del Plata","Gral Guido",-36.659681,-57.791615
"Larga Distancia","Mar del Plata",Gandara,-35.450899,-58.093010
"Larga Distancia","Mar del Plata",Doomselar,-35.070579,-58.290181
"Larga Distancia","Mar del Plata",Dolores,-36.305645,-57.688487
"Larga Distancia","Mar del Plata",Constitución,-34.630170,-58.380583
"Larga Distancia","Mar del Plata",Cobo,-37.808713,-57.628176
"Larga Distancia","Mar del Plata","Cnel Vidal",-37.460932,-57.726724
"Larga Distancia","Mar del Plata","Cnel Brandsen",-35.168719,-58.231462
"Larga Distancia","Mar del Plata",Chascomus,-35.580511,-57.981458
"Larga Distancia","Mar del Plata",Castelli,-36.095508,-57.808929
"Larga Distancia","Mar del Plata",Camet,-37.897672,-57.602821
"Larga Distancia","Mar del Plata",Altamirano,-35.362120,-58.150592
"Larga Distancia","Mar del Plata","Alejandro Korn",-34.981487,-58.373694
"Larga Distancia","Mar del Plata",Adela,-35.685520,-57.954189
"Larga Distancia",Lezama,Temperley,,
"Larga Distancia",Lezama,Monasterio,,
"Larga Distancia",Lezama,Lezama,,
"Larga Distancia",Lezama,Jeppener,,
"Larga Distancia",Lezama,Gandara,,
"Larga Distancia",Lezama,Doomselar,,
"Larga Distancia",Lezama,Constitución,,
"Larga Distancia",Lezama,"Cnel Brandsen",,
"Larga Distancia",Lezama,Chascomus,,
"Larga Distancia",Lezama,Altamirano,,
"Larga Distancia",Lezama,"Alejandro Korn",,
"Larga Distancia",Lezama,Adela,,
"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
"Larga Distancia","Larga Distancia",Saavedra,-37.763817,-62.351680
"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
"Larga Distancia","Larga Distancia",Rawson,-34.610460,-60.067463
"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
"Larga Distancia","Larga Distancia","Mercedes C",-34.656678,-59.444000
"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
"Larga Distancia","Larga Distancia",Junín,-34.584193,-60.949734
"Larga Distancia","Larga Distancia","Gral Lamadrid",-37.250640,-61.258268
"Larga Distancia","Larga Distancia",Franklin,-34.610146,-59.630018
"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
"Larga Distancia","Larga Distancia",Constitución,-34.630170,-58.380583
"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
"Larga Distancia","Larga Distancia",Castilla,-34.610437,-59.897433
"Larga Distancia","Larga Distancia",Cabred,-34.487728,-59.075473
"Larga Distancia","Larga Distancia","Bahía Blanca",-38.723200,-62.254453
"Larga Distancia","Larga Distancia",Azul,-36.785861,-59.852828
"Larga Distancia","Larga Distancia",Alberdi,-34.436785,-61.811910
"Larga Distancia","Gral. Pico",Vaccarezza,-35.034586,-60.277388
"Larga Distancia","Gral. Pico","Trenque Lauquen",-35.967386,-62.737225
"Larga Distancia","Gral. Pico",Suipacha,-34.773295,-59.690456
"Larga Distancia","Gral. Pico","Quemu Quemu",-36.053056,-63.562397
"Larga Distancia","Gral. Pico",Pehuajo,-35.815583,-61.893882
"Larga Distancia","Gral. Pico",Once,-34.608591,-58.407559
"Larga Distancia","Gral. Pico",Mercedes,-34.657759,-59.432435
"Larga Distancia","Gral. Pico",Mechita,-35.066170,-60.406708
"Larga Distancia","Gral. Pico",Luján,-34.577755,-59.105294
"Larga Distancia","Gral. Pico","Gral Pico",-35.661172,-63.750718
"Larga Distancia","Gral. Pico",Chivilcoy,-34.917260,-59.995964
"Larga Distancia","Gral. Pico",Catrilo,-36.410697,-63.421015
"Larga Distancia","Gral. Pico","Caslos Casares",-35.629341,-61.362862
"Larga Distancia","Gral. Pico",Bragado,-35.119024,-60.477999
"Larga Distancia","Gral. Pico","9 de Julio",-35.454150,-60.876473
"Larga Distancia",Córdoba,Zarate,-34.097758,-59.037871
"Larga Distancia",Córdoba,"Villa María",-32.412590,-63.244737
"Larga Distancia",Córdoba,"San Pedro",-33.694459,-59.682807
"Larga Distancia",Córdoba,"San Nicolas",-33.344233,-60.226428
"Larga Distancia",Córdoba,"Rosario Sur",-33.009153,-60.650379
"Larga Distancia",Córdoba,"Rosario Norte",-32.930534,-60.656259
"Larga Distancia",Córdoba,Retiro,-34.591178,-58.375857
"Larga Distancia",Córdoba,Ramallo,-33.501759,-60.067993
"Larga Distancia",Córdoba,Cordoba,-31.420052,-64.175018
"Larga Distancia",Córdoba,"Cañada de Gomez",-32.822300,-61.395175
"Larga Distancia",Córdoba,Campana,-34.156744,-58.958572
"Belgrano Sur","Pte Alsina","Villa Fiorito",-34.705378,-58.440921
"Belgrano Sur","Pte Alsina","Villa Diamante",-34.681744,-58.428329
"Belgrano Sur","Pte Alsina","Villa Caraza",-34.698003,-58.429064
"Belgrano Sur","Pte Alsina","Puente Alsina",-34.661461,-58.414587
"Belgrano Sur","Pte Alsina","La Salada",-34.718807,-58.472713
"Belgrano Sur","Pte Alsina","Ing. Budge",-34.718663,-58.462151
"Belgrano Sur","Pte Alsina","Apeadero Km 12",-34.710058,-58.505926
"Belgrano Sur","Pte Alsina","Aldo Bonzi",-34.711196,-58.516022
"Belgrano Sur","M.C.G. Belgrano","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","M.C.G. Belgrano","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692230,-58.685756
"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
